customer_id,churn_probability,clv,expected_value,segment,risk_level,recommended_action,retention_cost,group,actual_churned,intervention_success,retained,final_churned,cost,value_saved,net_value
0578-SKVMF,0.8975135679003837,432.0,105.09034453318634,,high,monitor,50.0,control,0,,False,0,0,0,0
0637-YLETY,0.8958400075549895,432.0,104.8011533055022,,high,monitor,50.0,control,1,,False,1,0,0,0
0637-YLETY,0.8955226800946038,432.0,104.74631912034756,,high,monitor,50.0,control,1,,False,1,0,0,0
0637-YLETY,0.8988674073013666,432.0,105.32428798167616,,high,monitor,50.0,control,1,,False,1,0,0,0
0749-IRGQE,0.8956569541956415,432.0,104.76952168500688,,high,monitor,50.0,control,1,,False,1,0,0,0
0749-IRGQE,0.8999361808914527,432.0,105.508972058043,,high,monitor,50.0,control,1,,False,1,0,0,0
0840-DFEZH,0.8966965465286206,432.0,104.94916324014564,,high,monitor,50.0,control,0,,False,0,0,0,0
0886-QGENL,0.8941632511249631,432.0,104.51140979439364,,high,monitor,50.0,control,0,,False,0,0,0,0
0886-QGENL,0.8976263316722112,432.0,105.1098301129581,,high,monitor,50.0,control,0,,False,0,0,0,0
0899-LIIBW,0.8939344409498678,432.0,104.47187139613716,,high,monitor,50.0,control,1,,False,1,0,0,0
0939-YAPAF,0.8917392801513735,432.0,104.09254761015734,,high,monitor,50.0,control,1,,False,1,0,0,0
0939-YAPAF,0.8945608441312412,432.0,104.5801138658785,,high,monitor,50.0,control,1,,False,1,0,0,0
0939-YAPAF,0.8916062861269145,432.0,104.06956624273084,,high,monitor,50.0,control,1,,False,1,0,0,0
0939-YAPAF,0.8938411348441311,432.0,104.45574810106586,,high,monitor,50.0,control,1,,False,1,0,0,0
0940-OUQEC,0.8994542510788951,432.0,105.42569458643308,,high,monitor,50.0,control,1,,False,1,0,0,0
0947-MUGVO,0.8971782395042539,432.0,105.03239978633508,,high,monitor,50.0,control,1,,False,1,0,0,0
0947-MUGVO,0.8941053338013243,432.0,104.50140168086888,,high,monitor,50.0,control,1,,False,1,0,0,0
0947-MUGVO,0.894693032940517,432.0,104.60295609212136,,high,monitor,50.0,control,1,,False,1,0,0,0
0947-MUGVO,0.899279939743444,432.0,105.39557358766714,,high,monitor,50.0,control,0,,False,0,0,0,0
0958-YHXGP,0.8980148454205114,432.0,105.17696528866438,,high,monitor,50.0,control,1,,False,1,0,0,0
0958-YHXGP,0.8916036119724715,432.0,104.06910414884308,,high,monitor,50.0,control,1,,False,1,0,0,0
0963-ZBDRN,0.8975868723670191,432.0,105.1030115450209,,high,monitor,50.0,control,1,,False,1,0,0,0
1024-VRZHF,0.8963326584345339,432.0,104.88628337748747,,high,monitor,50.0,control,1,,False,1,0,0,0
1104-TNLZA,0.8925740741566464,432.0,104.23680001426852,,high,monitor,50.0,control,1,,False,1,0,0,0
1112-CUNAO,0.8932137389261131,432.0,104.34733408643235,,high,monitor,50.0,control,1,,False,1,0,0,0
1196-AMORA,0.8980652625600779,432.0,105.18567737038148,,high,monitor,50.0,control,1,,False,1,0,0,0
1219-NNDDO,0.8979681894952625,432.0,105.16890314478135,,high,monitor,50.0,control,1,,False,1,0,0,0
1307-ATKGB,0.894878283030281,432.0,104.63496730763256,,high,monitor,50.0,control,1,,False,1,0,0,0
1342-JPNKI,0.8938060774185571,432.0,104.44969017792668,,high,monitor,50.0,control,1,,False,1,0,0,0
1399-UBQIU,0.8958454449501448,432.0,104.80209288738504,,high,monitor,50.0,control,1,,False,1,0,0,0
1482-OXZSY,0.8996484381056398,432.0,105.45925010465456,,high,monitor,50.0,control,1,,False,1,0,0,0
1482-OXZSY,0.8915350161477604,432.0,104.057250790333,,high,monitor,50.0,control,1,,False,1,0,0,0
1482-OXZSY,0.8986720482005917,432.0,105.29052992906225,,high,monitor,50.0,control,1,,False,1,0,0,0
1482-OXZSY,0.8977932993163827,432.0,105.13868212187094,,high,monitor,50.0,control,1,,False,1,0,0,0
1482-OXZSY,0.8992032404281751,432.0,105.38231994598868,,high,monitor,50.0,control,1,,False,1,0,0,0
1482-OXZSY,0.8992971486672701,432.0,105.39854728970428,,high,monitor,50.0,control,1,,False,1,0,0,0
1482-OXZSY,0.8917182685079298,432.0,104.08891679817027,,high,monitor,50.0,control,1,,False,1,0,0,0
1640-PLFMP,0.8997920783027853,432.0,105.4840711307213,,high,monitor,50.0,control,1,,False,1,0,0,0
1769-GRUIK,0.8946146443190818,432.0,104.58941053833736,,high,monitor,50.0,control,1,,False,1,0,0,0
1769-GRUIK,0.8924446528992636,432.0,104.21443602099276,,high,monitor,50.0,control,1,,False,1,0,0,0
1833-TCXKK,0.8930229389398854,432.0,104.3143638488122,,high,monitor,50.0,control,1,,False,1,0,0,0
1866-RZZQS,0.8953329671891688,432.0,104.71353673028838,,high,monitor,50.0,control,1,,False,1,0,0,0
1867-BDVFH,0.8981643092504669,432.0,105.20279263848067,,high,monitor,50.0,control,1,,False,1,0,0,0
1891-UAWWU,0.8915940904796611,432.0,104.06745883488544,,high,monitor,50.0,control,1,,False,1,0,0,0
1891-UAWWU,0.8928522028856253,432.0,104.28486065863606,,high,monitor,50.0,control,1,,False,1,0,0,0
1907-UBQFC,0.8976580102032164,432.0,105.1153041631158,,high,monitor,50.0,control,0,,False,0,0,0,0
1965-AKTSX,0.8935073915716012,432.0,104.3980772635727,,high,monitor,50.0,control,0,,False,0,0,0,0
1965-DDBWU,0.8933498120409239,432.0,104.37084752067165,,high,monitor,50.0,control,1,,False,1,0,0,0
1989-PRJHP,0.8982586073662742,432.0,105.2190873528922,,high,monitor,50.0,control,1,,False,1,0,0,0
1989-PRJHP,0.8949988434921393,432.0,104.65580015544168,,high,monitor,50.0,control,1,,False,1,0,0,0
1989-PRJHP,0.8919726510239077,432.0,104.13287409693126,,high,monitor,50.0,control,1,,False,1,0,0,0
2034-CGRHZ,0.8918051733907514,432.0,104.10393396192184,,high,monitor,50.0,control,1,,False,1,0,0,0
2041-JIJCI,0.896622433627573,432.0,104.93635653084462,,high,monitor,50.0,control,1,,False,1,0,0,0
2057-ZBLPD,0.8985973939384407,432.0,105.27762967256255,,high,monitor,50.0,control,0,,False,0,0,0,0
2057-ZBLPD,0.8977213037101884,432.0,105.12624128112056,,high,monitor,50.0,control,0,,False,0,0,0,0
2080-CAZNM,0.8915234263933227,432.0,104.05524808076618,,high,monitor,50.0,control,1,,False,1,0,0,0
2080-CAZNM,0.8915321583026934,432.0,104.0567569547054,,high,monitor,50.0,control,1,,False,1,0,0,0
2080-CAZNM,0.891879695397707,432.0,104.11681136472376,,high,monitor,50.0,control,1,,False,1,0,0,0
2080-CAZNM,0.8997666331269315,432.0,105.47967420433378,,high,monitor,50.0,control,1,,False,1,0,0,0
2080-CAZNM,0.8915603790471509,432.0,104.06163349934768,,high,monitor,50.0,control,1,,False,1,0,0,0
2178-PMGCJ,0.891850354008225,432.0,104.1117411726213,,high,monitor,50.0,control,1,,False,1,0,0,0
2227-JRSJX,0.899448766478273,432.0,105.4247468474456,,high,monitor,50.0,control,1,,False,1,0,0,0
2227-JRSJX,0.8993246809816271,432.0,105.4033048736252,,high,monitor,50.0,control,1,,False,1,0,0,0
2276-YDAVZ,0.8938949219030501,432.0,104.46504250484708,,high,monitor,50.0,control,1,,False,1,0,0,0
2322-VCZHZ,0.8972672750305308,432.0,105.04778512527574,,high,monitor,50.0,control,1,,False,1,0,0,0
2322-VCZHZ,0.894546101677252,432.0,104.57756636982916,,high,monitor,50.0,control,1,,False,1,0,0,0
2322-VCZHZ,0.8954095720427329,432.0,104.72677404898424,,high,monitor,50.0,control,1,,False,1,0,0,0
2322-VCZHZ,0.8967808649797665,432.0,104.96373346850363,,high,monitor,50.0,control,1,,False,1,0,0,0
2322-VCZHZ,0.8944959383336846,432.0,104.56889814406073,,high,monitor,50.0,control,0,,False,0,0,0,0
2322-VCZHZ,0.8919513703172804,432.0,104.12919679082609,,high,monitor,50.0,control,1,,False,1,0,0,0
2408-WITXK,0.8928498167750454,432.0,104.28444833872786,,high,monitor,50.0,control,1,,False,1,0,0,0
2408-WITXK,0.8918946350751981,432.0,104.11939294099425,,high,monitor,50.0,control,0,,False,0,0,0,0
2408-WITXK,0.895109019451232,432.0,104.67483856117292,,high,monitor,50.0,control,1,,False,1,0,0,0
2430-USGXP,0.8940915800670174,432.0,104.49902503558062,,high,monitor,50.0,control,0,,False,0,0,0,0
2501-XWWTZ,0.8951127518835423,432.0,104.67548352547612,,high,monitor,50.0,control,1,,False,1,0,0,0
2501-XWWTZ,0.8972737358646155,432.0,105.04890155740554,,high,monitor,50.0,control,1,,False,1,0,0,0
2507-QZPQS,0.8981518462779359,432.0,105.20063903682734,,high,monitor,50.0,control,1,,False,1,0,0,0
2519-FAKOD,0.8947743418805815,432.0,104.6170062769645,,high,monitor,50.0,control,0,,False,0,0,0,0
2519-FAKOD,0.8925681728897912,432.0,104.23578027535592,,high,monitor,50.0,control,1,,False,1,0,0,0
2603-HVKCG,0.8935155000667538,432.0,104.39947841153509,,high,monitor,50.0,control,1,,False,1,0,0,0
2603-HVKCG,0.8948735446045772,432.0,104.63414850767094,,high,monitor,50.0,control,1,,False,1,0,0,0
2603-HVKCG,0.8955123048273746,432.0,104.74452627417034,,high,monitor,50.0,control,1,,False,1,0,0,0
2603-HVKCG,0.8973674204625591,432.0,105.06509025593024,,high,monitor,50.0,control,1,,False,1,0,0,0
2608-BHKFN,0.8978048038967674,432.0,105.14067011336144,,high,monitor,50.0,control,0,,False,0,0,0,0
2657-ALMWY,0.8924504805269889,432.0,104.21544303506369,,high,monitor,50.0,control,1,,False,1,0,0,0
2697-NQBPF,0.898338488488314,432.0,105.23289081078067,,high,monitor,50.0,control,1,,False,1,0,0,0
2782-LFZVW,0.8998755061012084,432.0,105.4984874542888,,high,monitor,50.0,control,1,,False,1,0,0,0
2809-ZMYOQ,0.8946630310778443,432.0,104.59777177025148,,high,monitor,50.0,control,1,,False,1,0,0,0
2809-ZMYOQ,0.8986603795147922,432.0,105.28851358015608,,high,monitor,50.0,control,1,,False,1,0,0,0
2809-ZMYOQ,0.8990028309704826,432.0,105.3476891916994,,high,monitor,50.0,control,1,,False,1,0,0,0
2809-ZMYOQ,0.8943438755163686,432.0,104.54262168922853,,high,monitor,50.0,control,1,,False,1,0,0,0
2809-ZMYOQ,0.8944183541181588,432.0,104.55549159161784,,high,monitor,50.0,control,1,,False,1,0,0,0
2809-ZMYOQ,0.8997408996631803,432.0,105.47522746179754,,high,monitor,50.0,control,1,,False,1,0,0,0
2809-ZMYOQ,0.8993163832734455,432.0,105.4018710296514,,high,monitor,50.0,control,1,,False,1,0,0,0
2823-LKABH,0.8948921436278732,432.0,104.63736241889649,,high,monitor,50.0,control,1,,False,1,0,0,0
2823-LKABH,0.8967142996626655,432.0,104.9522309817086,,high,monitor,50.0,control,1,,False,1,0,0,0
2823-LKABH,0.8957332577009492,432.0,104.78270693072405,,high,monitor,50.0,control,1,,False,1,0,0,0
2845-HSJCY,0.8990378094923944,432.0,105.35373348028575,,high,monitor,50.0,control,1,,False,1,0,0,0
2905-KFQUV,0.899615670319052,432.0,105.45358783113218,,high,monitor,50.0,control,1,,False,1,0,0,0
2905-KFQUV,0.8990536761334734,432.0,105.35647523586422,,high,monitor,50.0,control,1,,False,1,0,0,0
2931-FSOHN,0.8968546578986671,432.0,104.97648488488971,,high,monitor,50.0,control,1,,False,1,0,0,0
2955-BJZHG,0.8986178595663152,432.0,105.28116613305929,,high,monitor,50.0,control,1,,False,1,0,0,0
2955-BJZHG,0.8967612856195378,432.0,104.96035015505616,,high,monitor,50.0,control,1,,False,1,0,0,0
2955-BJZHG,0.8927819281627132,432.0,104.27271718651684,,high,monitor,50.0,control,1,,False,1,0,0,0
2959-FENLU,0.8924145461752913,432.0,104.20923357909032,,high,monitor,50.0,control,0,,False,0,0,0,0
2979-SXESE,0.8923548142768373,432.0,104.19891190703748,,high,monitor,50.0,control,1,,False,1,0,0,0
2979-SXESE,0.8977877893737801,432.0,105.13773000378922,,high,monitor,50.0,control,1,,False,1,0,0,0
2985-FMWYF,0.8951411033175289,432.0,104.68038265326902,,high,monitor,50.0,control,1,,False,1,0,0,0
2985-FMWYF,0.8986646254346429,432.0,105.2892472751063,,high,monitor,50.0,control,1,,False,1,0,0,0
2985-FMWYF,0.8952624605397695,432.0,104.7013531812722,,high,monitor,50.0,control,1,,False,1,0,0,0
3001-CBHLQ,0.8926302900974205,432.0,104.24651412883426,,high,monitor,50.0,control,1,,False,1,0,0,0
3001-CBHLQ,0.895077516356384,432.0,104.66939482638315,,high,monitor,50.0,control,1,,False,1,0,0,0
3003-CMDUU,0.8956492568322592,432.0,104.7681915806144,,high,monitor,50.0,control,1,,False,1,0,0,0
3070-DVEYC,0.8921737353320773,432.0,104.16762146538298,,high,monitor,50.0,control,1,,False,1,0,0,0
3096-IZETN,0.8972483030681212,432.0,105.04450677017137,,high,monitor,50.0,control,1,,False,1,0,0,0
3211-AAPKX,0.8942507446255851,432.0,104.5265286713011,,high,monitor,50.0,control,0,,False,0,0,0,0
3211-AAPKX,0.8944536815077773,432.0,104.56159616454391,,high,monitor,50.0,control,1,,False,1,0,0,0
3211-AAPKX,0.899785277329821,432.0,105.48289592259307,,high,monitor,50.0,control,1,,False,1,0,0,0
3211-AAPKX,0.8920457014577966,432.0,104.14549721190728,,high,monitor,50.0,control,1,,False,1,0,0,0
3211-ILJTT,0.8930955709039347,432.0,104.32691465219992,,high,monitor,50.0,control,1,,False,1,0,0,0
3211-ILJTT,0.8935338882177278,432.0,104.40265588402336,,high,monitor,50.0,control,1,,False,1,0,0,0
3211-ILJTT,0.8985823207723885,432.0,105.27502502946876,,high,monitor,50.0,control,1,,False,1,0,0,0
3269-ATYWD,0.8990384359764427,432.0,105.35384173672932,,high,monitor,50.0,control,1,,False,1,0,0,0
3312-UUMZW,0.8920680502436179,432.0,104.1493590820972,,high,monitor,50.0,control,1,,False,1,0,0,0
3312-UUMZW,0.8936259055328188,432.0,104.4185564760711,,high,monitor,50.0,control,1,,False,1,0,0,0
3323-CPBWR,0.8915916275139588,432.0,104.0670332344121,,high,monitor,50.0,control,1,,False,1,0,0,0
3323-CPBWR,0.8917139726088732,432.0,104.08817446681329,,high,monitor,50.0,control,1,,False,1,0,0,0
3329-WDIOK,0.8962130577287553,432.0,104.86561637552892,,high,monitor,50.0,control,1,,False,1,0,0,0
3346-BRMIS,0.8926667681801204,432.0,104.2528175415248,,high,monitor,50.0,control,0,,False,0,0,0,0
3365-SAIGS,0.8961599776070355,432.0,104.85644413049572,,high,monitor,50.0,control,1,,False,1,0,0,0
3365-SAIGS,0.8976349278943914,432.0,105.11131554015084,,high,monitor,50.0,control,1,,False,1,0,0,0
3365-SAIGS,0.8970742929016616,432.0,105.01443781340714,,high,monitor,50.0,control,1,,False,1,0,0,0
3370-HXOPH,0.8960521786458407,432.0,104.83781647000129,,high,monitor,50.0,control,1,,False,1,0,0,0
3422-GALYP,0.899568869893817,432.0,105.4455007176516,,high,monitor,50.0,control,1,,False,1,0,0,0
3427-GGZZI,0.892479881463864,432.0,104.22052351695572,,high,monitor,50.0,control,1,,False,1,0,0,0
3488-PGMQJ,0.8989841476081264,432.0,105.34446070668425,,high,monitor,50.0,control,1,,False,1,0,0,0
3500-RMZLT,0.8953788580432481,432.0,104.72146666987328,,high,monitor,50.0,control,1,,False,1,0,0,0
3536-IQCTX,0.8939008665855989,432.0,104.46606974599148,,high,monitor,50.0,control,1,,False,1,0,0,0
3536-IQCTX,0.8947318245471377,432.0,104.6096592817454,,high,monitor,50.0,control,1,,False,1,0,0,0
3536-IQCTX,0.8923216448717167,432.0,104.19318023383266,,high,monitor,50.0,control,1,,False,1,0,0,0
3536-IQCTX,0.8958927860216848,432.0,104.81027342454716,,high,monitor,50.0,control,1,,False,1,0,0,0
3588-WSTTJ,0.8943329264870166,432.0,104.54072969695648,,high,monitor,50.0,control,1,,False,1,0,0,0
3588-WSTTJ,0.893939472829974,432.0,104.47274090501952,,high,monitor,50.0,control,1,,False,1,0,0,0
3588-WSTTJ,0.8938904503517789,432.0,104.46426982078742,,high,monitor,50.0,control,1,,False,1,0,0,0
3588-WSTTJ,0.8918403094061805,432.0,104.110005465388,,high,monitor,50.0,control,1,,False,1,0,0,0
3588-WSTTJ,0.8942820358979734,432.0,104.53193580316984,,high,monitor,50.0,control,1,,False,1,0,0,0
3627-FCRDW,0.8921535420944645,432.0,104.1641320739235,,high,monitor,50.0,control,1,,False,1,0,0,0
3672-YITQD,0.8999914769596605,432.0,105.51852721862934,,high,monitor,50.0,control,1,,False,1,0,0,0
3717-OEAUQ,0.8915200928184045,432.0,104.05467203902032,,high,monitor,50.0,control,1,,False,1,0,0,0
3717-OEAUQ,0.8929629939996144,432.0,104.30400536313336,,high,monitor,50.0,control,0,,False,0,0,0,0
3757-NJYBX,0.8933563381705552,432.0,104.37197523587191,,high,monitor,50.0,control,1,,False,1,0,0,0
3757-NJYBX,0.8967118578151917,432.0,104.95180903046514,,high,monitor,50.0,control,1,,False,1,0,0,0
3771-PZOBW,0.8975454642061501,432.0,105.09585621482276,,high,monitor,50.0,control,1,,False,1,0,0,0
3791-LGQCY,0.8918580553233056,432.0,104.11307195986724,,high,monitor,50.0,control,1,,False,1,0,0,0
3791-LGQCY,0.8968685068201341,432.0,104.9788779785192,,high,monitor,50.0,control,0,,False,0,0,0,0
3791-LGQCY,0.8944810574954746,432.0,104.566326735218,,high,monitor,50.0,control,1,,False,1,0,0,0
3791-LGQCY,0.8951991308891167,432.0,104.6904098176394,,high,monitor,50.0,control,1,,False,1,0,0,0
3791-LGQCY,0.8920822907455664,432.0,104.1518198408339,,high,monitor,50.0,control,1,,False,1,0,0,0
3853-LYGAM,0.8976034598473587,432.0,105.10587786162358,,high,monitor,50.0,control,0,,False,0,0,0,0
3853-LYGAM,0.8988188726023347,432.0,105.31590118568346,,high,monitor,50.0,control,1,,False,1,0,0,0
3853-LYGAM,0.8926822134776552,432.0,104.25548648893884,,high,monitor,50.0,control,1,,False,1,0,0,0
3914-FDRHP,0.8978302358194119,432.0,105.14506474959438,,high,monitor,50.0,control,1,,False,1,0,0,0
3923-CSIHK,0.8919892023364155,432.0,104.13573416373262,,high,monitor,50.0,control,1,,False,1,0,0,0
3923-CSIHK,0.8964761842477602,432.0,104.911084638013,,high,monitor,50.0,control,1,,False,1,0,0,0
3956-MGXOG,0.8970287712999927,432.0,105.00657168063876,,high,monitor,50.0,control,1,,False,1,0,0,0
3990-QYKBE,0.8931839766356843,432.0,104.34219116264626,,high,monitor,50.0,control,1,,False,1,0,0,0
4009-ALQFH,0.897215756647867,432.0,105.03888274875143,,high,monitor,50.0,control,1,,False,1,0,0,0
4009-ALQFH,0.8984285162302785,432.0,105.24844760459214,,high,monitor,50.0,control,1,,False,1,0,0,0
4039-HEUNW,0.8948210793285177,432.0,104.62508250796787,,high,monitor,50.0,control,1,,False,1,0,0,0
4039-HEUNW,0.8974097261684364,432.0,105.07240068190583,,high,monitor,50.0,control,1,,False,1,0,0,0
4039-HEUNW,0.8981715132707657,432.0,105.20403749318834,,high,monitor,50.0,control,1,,False,1,0,0,0
4039-HEUNW,0.8941963696813583,432.0,104.51713268093874,,high,monitor,50.0,control,1,,False,1,0,0,0
4039-HEUNW,0.8997827540796033,432.0,105.48245990495548,,high,monitor,50.0,control,1,,False,1,0,0,0
4039-HEUNW,0.895801308471326,432.0,104.79446610384514,,high,monitor,50.0,control,1,,False,1,0,0,0
4059-IIEBK,0.8929866806990657,432.0,104.30809842479856,,high,monitor,50.0,control,1,,False,1,0,0,0
4115-NZRKS,0.8987256867265325,432.0,105.29979866634484,,high,monitor,50.0,control,1,,False,1,0,0,0
4123-DVHPH,0.8964381566206694,432.0,104.90451346405166,,high,monitor,50.0,control,0,,False,0,0,0,0
4183-MYFRB,0.8920372172041341,432.0,104.14403113287436,,high,monitor,50.0,control,1,,False,1,0,0,0
4183-MYFRB,0.8935631984050512,432.0,104.40772068439288,,high,monitor,50.0,control,1,,False,1,0,0,0
4282-YMKNA,0.8929445486606452,432.0,104.3008180085595,,high,monitor,50.0,control,0,,False,0,0,0,0
4301-VVZKA,0.8965364727385775,432.0,104.9215024892262,,high,monitor,50.0,control,0,,False,0,0,0,0
4301-VVZKA,0.8920253230171739,432.0,104.14197581736768,,high,monitor,50.0,control,1,,False,1,0,0,0
4301-VVZKA,0.8939299518117856,432.0,104.47109567307656,,high,monitor,50.0,control,1,,False,1,0,0,0
4325-NFSKC,0.8993788022899937,432.0,105.41265703571094,,high,monitor,50.0,control,1,,False,1,0,0,0
4360-PNRQB,0.8936890628344717,432.0,104.42947005779672,,high,monitor,50.0,control,1,,False,1,0,0,0
4360-PNRQB,0.8921183132661288,432.0,104.15804453238708,,high,monitor,50.0,control,1,,False,1,0,0,0
4385-GZQXV,0.8953310041339378,432.0,104.71319751434449,,high,monitor,50.0,control,1,,False,1,0,0,0
4391-RESHN,0.8920862495707877,432.0,104.15250392583212,,high,monitor,50.0,control,1,,False,1,0,0,0
4423-YLHDV,0.8997586351812438,432.0,105.47829215931893,,high,monitor,50.0,control,1,,False,1,0,0,0
4423-YLHDV,0.8970444461137125,432.0,105.00928028844952,,high,monitor,50.0,control,1,,False,1,0,0,0
4423-YLHDV,0.8946058442625646,432.0,104.58788988857115,,high,monitor,50.0,control,1,,False,1,0,0,0
4546-FOKWR,0.8943939992270148,432.0,104.55128306642816,,high,monitor,50.0,control,1,,False,1,0,0,0
4546-FOKWR,0.8937545107868045,432.0,104.4407794639598,,high,monitor,50.0,control,1,,False,1,0,0,0
4566-NECEV,0.8966619585186758,432.0,104.9431864320272,,high,monitor,50.0,control,1,,False,1,0,0,0
4686-UXDML,0.8996729317816533,432.0,105.46348261186972,,high,monitor,50.0,control,1,,False,1,0,0,0
4803-AXVYP,0.8999478269472501,432.0,105.51098449648484,,high,monitor,50.0,control,1,,False,1,0,0,0
4803-AXVYP,0.8931571945484519,432.0,104.3375632179725,,high,monitor,50.0,control,1,,False,1,0,0,0
4803-AXVYP,0.8922105840507861,432.0,104.17398892397586,,high,monitor,50.0,control,0,,False,0,0,0,0
4813-HQMGZ,0.8929464588221938,432.0,104.3011480844751,,high,monitor,50.0,control,1,,False,1,0,0,0
4817-VYYWS,0.8957287734731944,432.0,104.781932056168,,high,monitor,50.0,control,1,,False,1,0,0,0
4817-VYYWS,0.8984231964517015,432.0,105.24752834685404,,high,monitor,50.0,control,1,,False,1,0,0,0
4829-AUOAX,0.8941221281763487,432.0,104.50430374887308,,high,monitor,50.0,control,1,,False,1,0,0,0
4829-AUOAX,0.8928967278563926,432.0,104.29255457358464,,high,monitor,50.0,control,1,,False,1,0,0,0
4829-AUOAX,0.8940526341221846,432.0,104.49229517631352,,high,monitor,50.0,control,1,,False,1,0,0,0
4829-AUOAX,0.8979108205323468,432.0,105.15898978798953,,high,monitor,50.0,control,1,,False,1,0,0,0
4829-AUOAX,0.894330773663565,432.0,104.54035768906402,,high,monitor,50.0,control,1,,False,1,0,0,0
